years,rank,manufacturer,sales
2015-09,84,北京越野,279
2015-09,85,广汽本田,279
2015-09,86,开瑞汽车,262
2015-09,87,腾势汽车,252
2015-09,88,曙光汽车,231
2015-09,89,东南三菱,198
2015-09,90,知豆电动车,197
2015-09,91,北京汽车制造厂,167
2015-09,92,广汽吉奥,152
2015-09,93,一汽欧朗,30
2015-10,1,上汽大众,128222
2015-10,2,一汽-大众,104113
2015-10,3,上汽通用别克,101599
2015-10,4,北京现代,100069
2015-10,5,上汽通用五菱,98706
2015-10,6,东风日产,86123
2015-10,7,长安福特,81028
2015-10,8,长城汽车,72493
2015-10,9,长安汽车,67115
2015-10,10,进口标致,65138
2015-10,11,长城汽车,63826
2015-10,12,一汽丰田,59375
2015-10,13,悦达起亚,57855
2015-10,14,上汽通用雪佛兰,54596
2015-10,15,上汽通用五菱,54178
2015-10,16,吉利汽车,50411
2015-10,17,一汽-大众奥迪,47236
2015-10,18,广汽本田,47151
2015-10,19,比亚迪,41698
2015-10,20,东风本田,39731
2015-10,21,广汽丰田,38012
2015-10,22,东风标致,37079
2015-10,23,江淮汽车,32539
2015-10,24,奇瑞汽车,32406
2015-10,25,东风雪铁龙,28059
2015-10,26,上汽大众斯柯达,25018
2015-10,27,广汽乘用车,24588
2015-10,28,长安汽车,23928
2015-10,29,华晨宝马,22894
2015-10,30,北汽幻速,22633
2015-10,31,众泰汽车,22418
2015-10,32,北京奔驰,21054
2015-10,33,东风小康,19779
2015-10,34,东风风行,19660
2015-10,35,北汽昌河,16754
2015-10,36,力帆汽车,16040
2015-10,37,北京汽车,15781
2015-10,38,一汽奔腾,14423
2015-10,39,东风日产,13705
2015-10,40,长安马自达,13342
2015-10,41,华晨中华,13292
2015-10,42,一汽海马,10730
2015-10,43,长安铃木,10510
2015-10,44,上汽集团,9785
2015-10,45,东风乘用车,9394
2015-10,46,鑫源汽车,8573
2015-10,47,SWM斯威汽车,8573
2015-10,48,一汽马自达,7621
2015-10,49,东南汽车,7589
2015-10,50,上汽集团,6496
2015-10,51,东风裕隆,6433
2015-10,52,华泰汽车,6068
2015-10,53,海马汽车,5465
2015-10,54,长城汽车,5336
2015-10,55,天津一汽,5237
2015-10,56,昌河铃木,5191
2015-10,57,东风小康,4438
2015-10,58,上汽通用凯迪拉克,4400
2015-10,59,中国重汽VGV,4341
2015-10,60,广汽三菱,4306
2015-10,61,一汽吉林,3300
2015-10,62,北汽昌河,2877
2015-10,63,绵阳金杯,2830
2015-10,64,广汽菲克菲亚特,2521
2015-10,65,东风英菲尼迪,2318
2015-10,66,野马汽车,2041
2015-10,67,凯翼汽车,1805
2015-10,68,福汽新龙马,1453
2015-10,69,福田汽车,1407
2015-10,70,观致汽车,1403
2015-10,71,华晨雷诺,1384
2015-10,72,上汽大通,1219
2015-10,73,江铃轻卡,1191
2015-10,74,江铃集团新能源,1191
2015-10,75,华晨华颂,1033
2015-10,76,郑州日产,1017
2015-10,77,DS汽车,1010
2015-10,78,郑州日产,935
2015-10,79,浙江永源,729
2015-10,80,郑州日产,715
2015-10,81,广汽吉奥,496
2015-10,82,一汽红旗,462
2015-10,83,福建奔驰,388
2015-10,84,奇瑞威麟,379
2015-10,85,北京越野,316
2015-10,86,广汽本田,272
2015-10,87,知豆电动车,269
2015-10,88,东南三菱,202
2015-10,89,曙光汽车,191
2015-10,90,江西五十铃,190
2015-10,91,腾势汽车,185
2015-10,92,开瑞汽车,146
2015-10,93,一汽欧朗,68
2015-10,94,江铃福特,55
2015-10,95,北京汽车制造厂,32
2015-10,96,奇瑞瑞麒,1
2015-11,1,上汽大众,148887
2015-11,2,上汽通用别克,120044
2015-11,3,一汽-大众,117876
2015-11,4,上汽通用五菱,116611
2015-11,5,北京现代,110094
2015-11,6,东风日产,102960
2015-11,7,长安福特,89353
2015-11,8,长城汽车,80442
2015-11,9,进口标致,70637
2015-11,10,长城汽车,70256
2015-11,11,悦达起亚,70064
2015-11,12,长安汽车,68886
2015-11,13,一汽丰田,63693
2015-11,14,上汽通用五菱,58665
2015-11,15,上汽通用雪佛兰,56207
2015-11,16,吉利汽车,53843
2015-11,17,广汽本田,53300
2015-11,18,一汽-大众奥迪,50803
2015-11,19,比亚迪,44669
2015-11,20,东风本田,44334
2015-11,21,奇瑞汽车,42273
2015-11,22,东风标致,40031
2015-11,23,广汽丰田,37757
2015-11,24,江淮汽车,35699
2015-11,25,东风雪铁龙,30606
2015-11,26,上汽大众斯柯达,29547
2015-11,27,广汽乘用车,28331
2015-11,28,华晨宝马,28138
2015-11,29,东风风行,26130
2015-11,30,北汽幻速,25785
2015-11,31,众泰汽车,25143
2015-11,32,北京奔驰,24362
2015-11,33,长安汽车,23619
2015-11,34,华晨中华,22465
2015-11,35,北汽昌河,21665
2015-11,36,北京汽车,17291
2015-11,37,力帆汽车,16553
2015-11,38,鑫源汽车,14902
2015-11,39,SWM斯威汽车,14902
2015-11,40,一汽海马,14793
2015-11,41,长安马自达,13933
2015-11,42,一汽奔腾,13729
2015-11,43,上汽集团,12921
2015-11,44,东风日产,11215
2015-11,45,东风乘用车,10265
2015-11,46,长安铃木,9915
2015-11,47,东南汽车,9385
2015-11,48,海马汽车,8698
2015-11,49,东风小康,8085
2015-11,50,华泰汽车,7780
2015-11,51,上汽集团,7525
2015-11,52,一汽马自达,6835
2015-11,53,长城汽车,6588
2015-11,54,东风裕隆,6378
2015-11,55,天津一汽,6040
2015-11,56,上汽通用凯迪拉克,5203
2015-11,57,广汽三菱,5052
2015-11,58,昌河铃木,5049
2015-11,59,中国重汽VGV,4999
2015-11,60,绵阳金杯,4468
2015-11,61,一汽吉林,4229
2015-11,62,华晨华颂,4155
2015-11,63,东风小康,3940
2015-11,64,北汽昌河,3264
2015-11,65,凯翼汽车,2581
2015-11,66,广汽菲克菲亚特,2451
2015-11,67,东风英菲尼迪,2374
2015-11,68,广汽菲克Jeep,2171
2015-11,69,江铃福特,1944
2015-11,70,野马汽车,1788
2015-11,71,福田汽车,1590
2015-11,72,观致汽车,1432
2015-11,73,DS汽车,1379
2015-11,74,郑州日产,1237
2015-11,75,上汽大通,1199
2015-11,76,江铃集团新能源,1090
2015-11,77,江铃轻卡,1090
2015-11,78,华晨雷诺,1085
2015-11,79,郑州日产,1020
2015-11,80,福汽新龙马,981
2015-11,81,郑州日产,909
2015-11,82,浙江永源,729
2015-11,83,腾势汽车,715
2015-11,84,福建奔驰,669
2015-11,85,广汽吉奥,518
2015-11,86,一汽红旗,451
2015-11,87,东南三菱,360
2015-11,88,北京越野,330
2015-11,89,奇瑞威麟,270
2015-11,90,曙光汽车,173
2015-11,91,江西五十铃,166
2015-11,92,知豆电动车,159
2015-11,93,开瑞汽车,132
2015-11,94,北京汽车制造厂,83
2015-11,95,一汽欧朗,15
2015-11,96,广汽本田,6
2015-12,1,上汽大众,130554
2015-12,2,上汽通用五菱,129979
2015-12,3,上汽通用别克,128049
2015-12,4,北京现代,127970
2015-12,5,东风日产,120309
2015-12,6,一汽-大众,101397
2015-12,7,广汽本田,99105
2015-12,8,长安福特,96548
2015-12,9,悦达起亚,86778
2015-12,10,长城汽车,85357
2015-12,11,上汽通用五菱,83958
2015-12,12,长城汽车,78989
2015-12,13,上汽通用雪佛兰,78908
2015-12,14,进口标致,74542
2015-12,15,一汽丰田,70028
2015-12,16,长安汽车,56587
2015-12,17,吉利汽车,56560
2015-12,18,东风本田,52596
2015-12,19,比亚迪,52110
2015-12,20,奇瑞汽车,49739
2015-12,21,一汽-大众奥迪,46620
2015-12,22,东风标致,42132
2015-12,23,江淮汽车,39941
2015-12,24,北汽幻速,39789
2015-12,25,广汽丰田,35782
2015-12,26,上汽大众斯柯达,33645
2015-12,27,众泰汽车,33082
2015-12,28,北汽昌河,32916
2015-12,29,东风雪铁龙,32410
2015-12,30,东风风行,30251
2015-12,31,北京奔驰,29489
2015-12,32,华晨中华,25333
2015-12,33,广汽乘用车,24881
2015-12,34,北京汽车,24747
2015-12,35,华晨宝马,24364
2015-12,36,一汽奔腾,17150
2015-12,37,鑫源汽车,16158
2015-12,38,SWM斯威汽车,16158
2015-12,39,东风日产,16044
2015-12,40,一汽海马,15847
2015-12,41,长安汽车,14568
2015-12,42,上汽集团,13802
2015-12,43,东南汽车,12658
2015-12,44,长安铃木,11890
2015-12,45,东风小康,10934
2015-12,46,海马汽车,10297
2015-12,47,长安马自达,9940
2015-12,48,上汽集团,9886
2015-12,49,广汽三菱,8580
2015-12,50,一汽马自达,8258
2015-12,51,华泰汽车,7873
2015-12,52,东风乘用车,7829
2015-12,53,昌河铃木,7490
2015-12,54,天津一汽,6772
2015-12,55,东风小康,6368
2015-12,56,长城汽车,6368
2015-12,57,知豆电动车,6164
2015-12,58,广汽菲克Jeep,5836
2015-12,59,上汽通用凯迪拉克,5642
2015-12,60,东风裕隆,5508
2015-12,61,一汽吉林,4340
2015-12,62,力帆汽车,4217
2015-12,63,中国重汽VGV,4186
2015-12,64,华晨华颂,4059
2015-12,65,北汽昌河,3793
2015-12,66,绵阳金杯,3781
2015-12,67,福田汽车,3246
2015-12,68,江铃福特,3006
2015-12,69,东风英菲尼迪,2864
2015-12,70,福汽新龙马,2796
2015-12,71,DS汽车,2633
2015-12,72,广汽菲克菲亚特,2523
2015-12,73,江铃轻卡,2370
2015-12,74,江铃集团新能源,2370
2015-12,75,凯翼汽车,2077
2015-12,76,观致汽车,2001
2015-12,77,上汽大通,1331
2015-12,78,郑州日产,1212
2015-12,79,华晨雷诺,1143
2015-12,80,郑州日产,1031
2015-12,81,福建奔驰,915
2015-12,82,郑州日产,876
2015-12,83,腾势汽车,872
2015-12,84,浙江永源,795
2015-12,85,广汽吉奥,692
2015-12,86,开瑞汽车,637
2015-12,87,东南三菱,626
2015-12,88,一汽红旗,558
2015-12,89,广汽本田,493
2015-12,90,野马汽车,489
2015-12,91,北京越野,317
2015-12,92,奇瑞威麟,294
2015-12,93,曙光汽车,186
2015-12,94,江西五十铃,107
2015-12,95,一汽欧朗,44
2015-12,96,北京汽车制造厂,40
2016-01,1,上汽大众,177536
2016-01,2,一汽-大众,127243
2016-01,3,上汽通用别克,123095
2016-01,4,上汽通用五菱,109053
2016-01,5,长安福特,96987
2016-01,6,长安汽车,90791
2016-01,7,上汽通用五菱,82127
2016-01,8,长城汽车,80193
2016-01,9,北京现代,75236
2016-01,10,长城汽车,74165
2016-01,11,东风日产,70330
2016-01,12,进口标致,63069
2016-01,13,吉利汽车,60138
2016-01,14,一汽-大众奥迪,55285
2016-01,15,一汽丰田,52613
2016-01,16,悦达起亚,48675
2016-01,17,江淮汽车,48480
2016-01,18,广汽丰田,45009
2016-01,19,广汽本田,43008
2016-01,20,广汽本田,43008
2016-01,21,比亚迪,42949
2016-01,22,上汽通用雪佛兰,42351
2016-01,23,东风本田,42137
2016-01,24,东风风行,40009
2016-01,25,长安汽车,38958
2016-01,26,奇瑞汽车,38587
2016-01,27,东风标致,35059
2016-01,28,北汽幻速,33294
2016-01,29,广汽乘用车,33222
2016-01,30,众泰汽车,31254
2016-01,31,上汽大众斯柯达,30750
2016-01,32,北京奔驰,28979
2016-01,33,东风雪铁龙,28010
2016-01,34,华晨宝马,27663
2016-01,35,东风小康,25719
2016-01,36,一汽海马,20727
2016-01,37,华晨中华,20642
2016-01,38,东风乘用车,20527
2016-01,39,北京汽车,19166
2016-01,40,长安马自达,18276
2016-01,41,北汽昌河,17778
2016-01,42,上汽集团,15264
2016-01,43,长安铃木,14296
2016-01,44,一汽奔腾,13115
2016-01,45,东南汽车,11684
2016-01,46,东风日产,11161
2016-01,47,鑫源汽车,8858
2016-01,48,SWM斯威汽车,8858
2016-01,49,广汽菲克Jeep,8307
2016-01,50,上汽集团,8282
2016-01,51,海马汽车,8266
2016-01,52,华泰汽车,7737
2016-01,53,东风裕隆,7568
2016-01,54,上汽通用凯迪拉克,6222
2016-01,55,长城汽车,6028
2016-01,56,昌河铃木,6027
2016-01,57,中国重汽VGV,5207
2016-01,58,野马汽车,4762
2016-01,59,天津一汽,4731
2016-01,60,力帆汽车,4568
2016-01,61,一汽马自达,3941
2016-01,62,绵阳金杯,3890
2016-01,63,北汽昌河,3813
2016-01,64,凯翼汽车,3044
2016-01,65,一汽吉林,2632
2016-01,66,DS汽车,2444
2016-01,67,东风英菲尼迪,2157
2016-01,68,广汽菲克菲亚特,2071
2016-01,69,观致汽车,2009
2016-01,70,东风小康,1652
2016-01,71,广汽三菱,1601
2016-01,72,江铃集团新能源,1371
2016-01,73,江铃轻卡,1371
2016-01,74,上汽大通,1233
2016-01,75,郑州日产,1171
2016-01,76,福田汽车,1131
2016-01,77,华晨雷诺,931
2016-01,78,郑州日产,902
2016-01,79,郑州日产,807
2016-01,80,福汽新龙马,712
2016-01,81,广汽吉奥,415
2016-01,82,江铃福特,347
2016-01,83,一汽红旗,291
2016-01,84,福建奔驰,277
2016-01,85,东南三菱,265
2016-01,86,开瑞汽车,207
2016-01,87,腾势汽车,204
2016-01,88,奇瑞威麟,191
2016-01,89,一汽欧朗,98
2016-01,90,江西五十铃,77
2016-01,91,华晨华颂,67
2016-01,92,北京汽车制造厂,62
2016-01,93,曙光汽车,30
2016-01,94,北京越野,6
2016-01,95,浙江永源,1
2016-02,1,上汽大众,119001
2016-02,2,一汽-大众,74082
2016-02,3,上汽通用五菱,72950
2016-02,4,上汽通用别克,65253
2016-02,5,长安福特,64284
2016-02,6,上汽通用五菱,62043
2016-02,7,长安汽车,61022
2016-02,8,北京现代,53226
2016-02,9,长城汽车,52624
2016-02,10,长城汽车,50017
2016-02,11,悦达起亚,39540
2016-02,12,一汽丰田,37222
2016-02,13,长安汽车,36617
2016-02,14,进口标致,33627
2016-02,15,吉利汽车,33387
2016-02,16,一汽-大众奥迪,32994
2016-02,17,上汽通用雪佛兰,31814
2016-02,18,江淮汽车,31605
2016-02,19,东风日产,28176
2016-02,20,东风本田,27616
2016-02,21,广汽本田,25275
2016-02,22,奇瑞汽车,23149
2016-02,23,东风小康,21847
2016-02,24,东风标致,21526
2016-02,25,北汽幻速,20686
2016-02,26,广汽丰田,18530
2016-02,27,华晨中华,18318
2016-02,28,上汽大众斯柯达,18205
2016-02,29,比亚迪,18200
2016-02,30,北京奔驰,17601
2016-02,31,东风风行,17137
2016-02,32,众泰汽车,16800
2016-02,33,广汽乘用车,16335
2016-02,34,华晨宝马,13103
2016-02,35,北汽昌河,12435
2016-02,36,东风雪铁龙,12101
2016-02,37,一汽海马,10330
2016-02,38,长安马自达,9548
2016-02,39,北京汽车,8908
2016-02,40,上汽集团,8777
2016-02,41,东风乘用车,8344
2016-02,42,鑫源汽车,6302
2016-02,43,SWM斯威汽车,6302
2016-02,44,长安铃木,6254
2016-02,45,广汽菲克Jeep,5979
2016-02,46,东南汽车,5469
2016-02,47,华泰汽车,5412
2016-02,48,一汽奔腾,5054
2016-02,49,海马汽车,5004
2016-02,50,东风日产,4912
2016-02,51,上汽通用凯迪拉克,4538
2016-02,52,上汽集团,4225
2016-02,53,力帆汽车,4049
2016-02,54,猎豹汽车,4004
2016-02,55,东风小康,3729
2016-02,56,昌河铃木,3568
2016-02,57,绵阳金杯,3271
2016-02,58,一汽马自达,2675
2016-02,59,长城汽车,2607
2016-02,60,天津一汽,2477
2016-02,61,北汽昌河,2426
2016-02,62,野马汽车,2393
2016-02,63,东风裕隆,2251
2016-02,64,中国重汽VGV,2029
2016-02,65,一汽吉林,1635
2016-02,66,广汽菲克菲亚特,1248
2016-02,67,DS汽车,1180
2016-02,68,广汽三菱,1116
2016-02,69,凯翼汽车,1105
2016-02,70,广汽本田,1023
2016-02,71,上汽大通,924
2016-02,72,福田汽车,868
2016-02,73,江铃集团新能源,600
2016-02,74,江铃轻卡,600
2016-02,75,郑州日产,504
2016-02,76,郑州日产,498
2016-02,77,华晨雷诺,437
2016-02,78,东风英菲尼迪,437
2016-02,79,观致汽车,384
2016-02,80,郑州日产,365
2016-02,81,福汽新龙马,353
2016-02,82,浙江永源,305
2016-02,83,开瑞汽车,209
2016-02,84,江铃福特,191
2016-02,85,一汽红旗,162
2016-02,86,奇瑞威麟,136
2016-02,87,福建奔驰,115
2016-02,88,东南三菱,111
2016-02,89,北京越野,109
2016-02,90,广汽吉奥,82
2016-02,91,腾势汽车,78
2016-02,92,华晨华颂,38
2016-02,93,江西五十铃,28
2016-02,94,一汽欧朗,20
2016-02,95,曙光汽车,20
2016-02,96,北京汽车制造厂,9
2016-03,1,上汽大众,155279
2016-03,2,上汽通用五菱,111913
2016-03,3,一汽-大众,111885
2016-03,4,北京现代,100549
2016-03,5,上汽通用别克,97012
2016-03,6,长安福特,90090
2016-03,7,东风日产,84630
2016-03,8,长城汽车,72907
2016-03,9,上汽通用五菱,72069
2016-03,10,长安汽车,69883
2016-03,11,长城汽车,68176
2016-03,12,一汽丰田,63421
2016-03,13,广汽本田,53088
2016-03,14,进口标致,50126
2016-03,15,吉利汽车,50052
2016-03,16,一汽-大众奥迪,49537
2016-03,17,悦达起亚,49465
2016-03,18,长安汽车,45382
2016-03,19,比亚迪,40000
2016-03,20,东风本田,39543
2016-03,21,上汽通用雪佛兰,37576
2016-03,22,江淮汽车,35755
2016-03,23,广汽丰田,35524
2016-03,24,奇瑞汽车,30551
2016-03,25,广汽乘用车,30053
2016-03,26,众泰汽车,28111
2016-03,27,东风标致,28031
2016-03,28,上汽大众斯柯达,27670
2016-03,29,东风小康,25751
2016-03,30,东风风行,25032
2016-03,31,华晨宝马,24324
2016-03,32,北京奔驰,23252
2016-03,33,东风雪铁龙,22095
2016-03,34,华晨中华,21303
2016-03,35,北汽幻速,20591
2016-03,36,北京汽车,19825
2016-03,37,长安马自达,19606
2016-03,38,北汽昌河,16681
2016-03,39,上汽集团,12928
2016-03,40,一汽奔腾,11447
2016-03,41,长安铃木,10601
2016-03,42,一汽海马,10517
2016-03,43,东风乘用车,9995
2016-03,44,东风日产,9650
2016-03,45,广汽菲克Jeep,9007
2016-03,46,鑫源汽车,9003
2016-03,47,SWM斯威汽车,9003
2016-03,48,东南汽车,8775
2016-03,49,猎豹汽车,8060
2016-03,50,华泰汽车,6796
2016-03,51,东风小康,6472
2016-03,52,海马汽车,6353
2016-03,53,上汽集团,6077
2016-03,54,上汽通用凯迪拉克,5716
2016-03,55,力帆汽车,5705
2016-03,56,一汽马自达,5572
2016-03,57,长城汽车,4731
2016-03,58,绵阳金杯,4170
2016-03,59,北汽昌河,4006
2016-03,60,昌河铃木,3685
2016-03,61,中国重汽VGV,3436
2016-03,62,东风裕隆,3146
2016-03,63,华晨雷诺,2805
2016-03,64,野马汽车,2761
2016-03,65,天津一汽,2748
2016-03,66,一汽吉林,2713
2016-03,67,观致汽车,2503
2016-03,68,东风英菲尼迪,2217
2016-03,69,广汽三菱,2202
2016-03,70,凯翼汽车,2001
2016-03,71,福田汽车,1849
2016-03,72,广汽菲克菲亚特,1743
2016-03,73,上汽大通,1447
2016-03,74,DS汽车,1355
2016-03,75,江铃轻卡,1291
2016-03,76,江铃集团新能源,1291
2016-03,77,郑州日产,1081
2016-03,78,郑州日产,918
2016-03,79,郑州日产,912
2016-03,80,福汽新龙马,745
2016-03,81,华晨华颂,705
2016-03,82,福建奔驰,585
2016-03,83,开瑞汽车,512
2016-03,84,一汽红旗,422
2016-03,85,东南三菱,408
2016-03,86,江铃福特,215
2016-03,87,腾势汽车,203
2016-03,88,浙江永源,201
2016-03,89,奇瑞威麟,196
2016-03,90,广汽本田,150
2016-03,91,北京汽车制造厂,114
2016-03,92,北京越野,88
2016-03,93,江西五十铃,77
2016-03,94,知豆电动车,76
2016-03,95,广汽吉奥,41
2016-03,96,一汽欧朗,1
2016-04,1,上汽大众,120885
2016-04,2,上汽通用五菱,104926
2016-04,3,一汽-大众,103076
2016-04,4,北京现代,96222
2016-04,5,上汽通用别克,87950
2016-04,6,东风日产,72459
2016-04,7,长城汽车,69846
2016-04,8,长城汽车,67021
2016-04,9,长安福特,60900
2016-04,10,一汽丰田,53362
2016-04,11,长安汽车,50278
2016-04,12,悦达起亚,50131
2016-04,13,进口标致,49339
2016-04,14,广汽本田,48780
2016-04,15,一汽-大众奥迪,47440
2016-04,16,东风本田,45377
2016-04,17,吉利汽车,44867
2016-04,18,上汽通用五菱,42915
2016-04,19,长安汽车,35335
2016-04,20,广汽丰田,35052
2016-04,21,比亚迪,34931
2016-04,22,上汽通用雪佛兰,31643
2016-04,23,众泰汽车,30231
2016-04,24,奇瑞汽车,28457
2016-04,25,东风标致,28307
2016-04,26,广汽乘用车,28082
2016-04,27,江淮汽车,25490
2016-04,28,上汽大众斯柯达,24409
2016-04,29,北京奔驰,22430
2016-04,30,北汽幻速,22139
2016-04,31,华晨宝马,21736
2016-04,32,东风雪铁龙,21032
2016-04,33,东风小康,20272
2016-04,34,东风风行,19019
2016-04,35,北京汽车,17214
2016-04,36,华晨中华,14255
2016-04,37,长安马自达,12290
2016-04,38,北汽昌河,11039
2016-04,39,上汽集团,10865
2016-04,40,一汽奔腾,9771
2016-04,41,一汽海马,9482
2016-04,42,广汽菲克Jeep,9203
2016-04,43,东风乘用车,9175
2016-04,44,长安铃木,9047
2016-04,45,东风日产,8372
2016-04,46,鑫源汽车,7703
2016-04,47,SWM斯威汽车,7703
2016-04,48,上汽通用凯迪拉克,7230
2016-04,49,华泰汽车,6785
2016-04,50,东南汽车,6708
2016-04,51,上汽集团,6640
2016-04,52,猎豹汽车,5631
2016-04,53,力帆汽车,5514
2016-04,54,东风小康,5460
2016-04,55,海马汽车,4868
2016-04,56,天津一汽,3893
2016-04,57,绵阳金杯,3850
2016-04,58,中国重汽VGV,3478
2016-04,59,一汽马自达,3354
2016-04,60,广汽三菱,3250
2016-04,61,一汽吉林,3178
2016-04,62,长城汽车,2825
2016-04,63,北汽昌河,2606
2016-04,64,野马汽车,2358
2016-04,65,广汽菲克菲亚特,2266
2016-04,66,东风裕隆,2082
2016-04,67,福田汽车,1849
2016-04,68,观致汽车,1683
2016-04,69,昌河铃木,1552
2016-04,70,DS汽车,1516
2016-04,71,上汽大通,1460
2016-04,72,华晨雷诺,1104
2016-04,73,凯翼汽车,1013
