车型,厂商,时间,月销量(辆),当月销量排名,占厂商份额,在厂商排名,在SUV排名
EVOS,长安福特,2023-02,212,411,2.00%,6,220
沃尔沃XC60新能源,沃尔沃亚太,2024-02,151,409,2.23%,5,223
沃尔沃XC60新能源,沃尔沃亚太,2024-01,448,367,3.23%,5,194
沃尔沃XC60新能源,沃尔沃亚太,2023-12,776,340,5.71%,5,180
沃尔沃XC60新能源,沃尔沃亚太,2023-11,570,358,4.28%,5,193
沃尔沃XC60新能源,沃尔沃亚太,2023-10,500,362,3.77%,5,194
沃尔沃XC60新能源,沃尔沃亚太,2023-09,572,358,4.20%,5,192
沃尔沃XC60新能源,沃尔沃亚太,2023-08,496,359,3.57%,5,193
沃尔沃XC60新能源,沃尔沃亚太,2023-07,496,357,3.98%,5,193
沃尔沃XC60新能源,沃尔沃亚太,2023-06,511,344,3.76%,5,181
沃尔沃XC60新能源,沃尔沃亚太,2023-05,451,357,3.69%,5,185
沃尔沃XC60新能源,沃尔沃亚太,2023-04,460,360,4.33%,5,188
沃尔沃XC60新能源,沃尔沃亚太,2023-03,459,363,4.75%,5,188
沃尔沃XC60新能源,沃尔沃亚太,2023-02,403,358,3.61%,5,187
荣威iMAX8,上汽集团,2024-02,149,410,1.21%,6,41
荣威iMAX8,上汽集团,2024-01,250,413,1.48%,5,40
荣威iMAX8,上汽集团,2023-12,243,445,1.41%,9,45
荣威iMAX8,上汽集团,2023-11,300,414,2.80%,7,41
荣威iMAX8,上汽集团,2023-10,290,420,2.35%,5,39
荣威iMAX8,上汽集团,2023-09,334,400,2.94%,7,43
荣威iMAX8,上汽集团,2023-08,436,370,4.04%,6,33
荣威iMAX8,上汽集团,2023-07,383,378,4.04%,6,34
荣威iMAX8,上汽集团,2023-06,478,350,4.41%,5,31
荣威iMAX8,上汽集团,2023-05,525,342,4.48%,5,32
荣威iMAX8,上汽集团,2023-04,753,314,8.74%,4,32
荣威iMAX8,上汽集团,2023-03,712,322,6.06%,5,32
荣威iMAX8,上汽集团,2023-02,432,350,2.92%,6,32
极越01,极越汽车,2024-02,147,411,100.00%,1,224
极越01,极越汽车,2024-01,218,418,100.00%,1,226
极越01,极越汽车,2023-12,774,341,100.00%,1,181
海马7X,一汽海马,2024-02,145,412,97.97%,1,42
海马7X,一汽海马,2024-01,99,474,83.19%,1,53
海马7X,一汽海马,2023-12,1272,281,99.84%,1,26
海马7X,一汽海马,2023-10,73,494,100.00%,1,48
海马7X,一汽海马,2023-09,17,527,85.00%,1,55
海马7X,一汽海马,2023-08,50,493,71.43%,1,53
海马7X,一汽海马,2023-07,33,505,67.35%,1,55
海马7X,一汽海马,2023-06,25,504,55.56%,1,50
海马7X,一汽海马,2023-05,63,479,98.44%,1,51
海马7X,一汽海马,2023-04,1052,268,92.20%,1,26
海马7X,一汽海马,2023-03,1052,259,92.20%,1,24
海马7X,一汽海马,2023-02,819,276,95.68%,1,24
海马7X,一汽海马,2023-01,475,318,87.32%,1,25
东风本田M-NV,东风本田,2024-02,143,413,100.00%,1,225
东风本田M-NV,东风本田,2024-01,256,411,100.00%,1,224
东风本田M-NV,东风本田,2023-12,126,484,100.00%,1,262
东风本田M-NV,东风本田,2023-11,215,441,100.00%,1,240
东风本田M-NV,东风本田,2023-10,142,461,100.00%,1,250
东风本田M-NV,东风本田,2023-09,116,471,100.00%,1,254
东风本田M-NV,东风本田,2023-08,2,543,100.00%,1,292
东风本田M-NV,东风本田,2023-07,9,528,100.00%,1,284
东风本田M-NV,东风本田,2023-06,6,531,100.00%,1,288
东风本田M-NV,东风本田,2023-05,11,514,100.00%,1,275
东风本田M-NV,东风本田,2023-04,100,469,100.00%,1,246
东风本田M-NV,东风本田,2023-03,553,345,100.00%,1,176
东风本田M-NV,东风本田,2023-02,626,309,100.00%,1,153
枫叶60s,睿蓝汽车,2024-02,141,414,34.06%,2,61
枫叶60s,睿蓝汽车,2023-12,2402,216,79.07%,1,43
枫叶60s,睿蓝汽车,2023-11,671,342,42.66%,2,53
枫叶60s,睿蓝汽车,2023-10,1145,277,51.97%,1,48
枫叶60s,睿蓝汽车,2023-09,518,368,62.18%,1,61
枫叶60s,睿蓝汽车,2023-08,1008,286,93.77%,1,52
枫叶60s,睿蓝汽车,2023-03,916,280,65.71%,1,57
枫叶60s,睿蓝汽车,2023-02,156,429,19.26%,3,75
枫叶60s,睿蓝汽车,2023-01,629,290,39.02%,1,61
枫叶60s,睿蓝汽车,2022-12,5887,119,44.37%,1,30
枫叶60s,睿蓝汽车,2022-11,3632,156,49.38%,1,37
枫叶60s,睿蓝汽车,2022-10,408,380,7.00%,3,71
枫叶60s,睿蓝汽车,2022-09,1305,291,19.81%,2,61
凯迪拉克CT4,上汽通用凯迪拉克,2024-02,139,416,2.14%,5,44
凯迪拉克CT4,上汽通用凯迪拉克,2024-01,269,408,1.79%,6,46
凯迪拉克CT4,上汽通用凯迪拉克,2023-12,336,433,2.04%,8,45
凯迪拉克CT4,上汽通用凯迪拉克,2023-11,348,403,2.05%,7,42
凯迪拉克CT4,上汽通用凯迪拉克,2023-10,455,375,2.68%,6,39
凯迪拉克CT4,上汽通用凯迪拉克,2023-09,698,341,5.37%,7,37
凯迪拉克CT4,上汽通用凯迪拉克,2023-08,527,352,3.29%,8,38
凯迪拉克CT4,上汽通用凯迪拉克,2023-07,800,309,5.00%,7,34
凯迪拉克CT4,上汽通用凯迪拉克,2023-06,733,311,4.44%,4,35
凯迪拉克CT4,上汽通用凯迪拉克,2023-05,1009,268,5.04%,6,30
凯迪拉克CT4,上汽通用凯迪拉克,2023-04,657,326,3.46%,6,37
凯迪拉克CT4,上汽通用凯迪拉克,2023-03,810,303,6.23%,6,38
凯迪拉克CT4,上汽通用凯迪拉克,2023-02,543,328,5.43%,6,34
探界者,上汽通用雪佛兰,2024-02,139,415,3.96%,3,226
探界者,上汽通用雪佛兰,2024-01,383,381,3.83%,3,203
探界者,上汽通用雪佛兰,2023-12,605,368,6.05%,3,196
探界者,上汽通用雪佛兰,2023-11,412,384,3.17%,3,210
探界者,上汽通用雪佛兰,2023-10,497,363,3.68%,3,195
探界者,上汽通用雪佛兰,2023-09,952,302,5.62%,2,158
探界者,上汽通用雪佛兰,2023-08,1600,235,10.07%,3,122
探界者,上汽通用雪佛兰,2023-07,631,333,3.71%,4,178
探界者,上汽通用雪佛兰,2023-06,1158,264,6.81%,3,138
探界者,上汽通用雪佛兰,2023-05,931,284,6.21%,3,139
探界者,上汽通用雪佛兰,2023-04,1107,262,6.92%,3,125
探界者,上汽通用雪佛兰,2023-03,1574,215,11.44%,3,102
探界者,上汽通用雪佛兰,2023-02,870,269,8.71%,3,132
爱跑,江汽集团,2024-02,135,418,64.90%,1,62
爱跑,江汽集团,2024-01,87,480,14.82%,2,70
蔚来ET7,蔚来,2024-02,135,417,1.66%,6,21
蔚来ET7,蔚来,2024-01,210,421,2.09%,6,22
蔚来ET7,蔚来,2023-12,466,402,2.59%,6,22
蔚来ET7,蔚来,2023-11,253,427,1.59%,7,22
蔚来ET7,蔚来,2023-10,332,408,2.07%,6,19
蔚来ET7,蔚来,2023-09,245,425,1.57%,6,19
蔚来ET7,蔚来,2023-08,349,394,1.81%,6,19
蔚来ET7,蔚来,2023-07,397,377,1.94%,7,19
蔚来ET7,蔚来,2023-06,506,346,4.74%,6,16
蔚来ET7,蔚来,2023-05,535,340,8.71%,4,15
蔚来ET7,蔚来,2023-04,652,328,9.93%,3,17
蔚来ET7,蔚来,2023-03,738,317,7.11%,4,14
蔚来ET7,蔚来,2023-02,649,304,5.34%,5,12
凯迪拉克XT6,上汽通用凯迪拉克,2024-02,132,420,2.03%,6,228
凯迪拉克XT6,上汽通用凯迪拉克,2024-01,668,323,4.45%,4,171
凯迪拉克XT6,上汽通用凯迪拉克,2023-12,613,365,3.72%,5,194
凯迪拉克XT6,上汽通用凯迪拉克,2023-11,2069,221,12.17%,4,115
凯迪拉克XT6,上汽通用凯迪拉克,2023-10,1127,281,6.63%,3,149
凯迪拉克XT6,上汽通用凯迪拉克,2023-09,846,315,6.50%,5,167
凯迪拉克XT6,上汽通用凯迪拉克,2023-08,1187,264,7.42%,4,137
凯迪拉克XT6,上汽通用凯迪拉克,2023-07,1497,241,9.35%,5,124
凯迪拉克XT6,上汽通用凯迪拉克,2023-06,2155,200,13.06%,3,103
凯迪拉克XT6,上汽通用凯迪拉克,2023-05,1418,232,7.09%,4,114
凯迪拉克XT6,上汽通用凯迪拉克,2023-04,2029,200,10.68%,4,99
凯迪拉克XT6,上汽通用凯迪拉克,2023-03,1115,250,8.57%,4,122
凯迪拉克XT6,上汽通用凯迪拉克,2023-02,1296,219,12.95%,4,105
天逸 C5 AIRCROSS,东风雪铁龙,2024-02,132,419,9.92%,2,227
天逸 C5 AIRCROSS,东风雪铁龙,2024-01,260,409,17.59%,2,222
天逸 C5 AIRCROSS,东风雪铁龙,2023-12,359,427,17.39%,2,230
天逸 C5 AIRCROSS,东风雪铁龙,2023-11,369,398,16.68%,2,221
天逸 C5 AIRCROSS,东风雪铁龙,2023-10,372,401,26.70%,2,218
天逸 C5 AIRCROSS,东风雪铁龙,2023-09,252,421,18.65%,2,226
天逸 C5 AIRCROSS,东风雪铁龙,2023-08,364,387,22.82%,2,207
天逸 C5 AIRCROSS,东风雪铁龙,2023-07,141,456,7.26%,2,243
天逸 C5 AIRCROSS,东风雪铁龙,2023-06,125,452,11.35%,3,238
天逸 C5 AIRCROSS,东风雪铁龙,2023-05,195,428,6.61%,3,224
天逸 C5 AIRCROSS,东风雪铁龙,2023-04,306,401,8.54%,3,212
天逸 C5 AIRCROSS,东风雪铁龙,2023-03,195,434,4.52%,4,232
天逸 C5 AIRCROSS,东风雪铁龙,2023-02,170,421,7.66%,2,225
标致508,东风标致,2024-02,127,421,30.31%,2,45
标致508,东风标致,2024-01,310,399,8.32%,3,45
标致508,东风标致,2023-12,340,431,4.46%,5,44
标致508,东风标致,2023-11,221,435,4.38%,4,43
标致508,东风标致,2023-10,689,336,15.86%,3,36
标致508,东风标致,2023-09,458,380,12.29%,4,39
标致508,东风标致,2023-08,196,441,5.76%,6,44
标致508,东风标致,2023-07,23,514,0.78%,6,49
标致508,东风标致,2023-06,451,358,23.47%,2,38
标致508,东风标致,2023-05,760,309,25.29%,2,37
标致508,东风标致,2023-04,735,316,20.61%,2,36
标致508,东风标致,2023-03,1064,257,22.62%,2,33
标致508,东风标致,2023-02,117,442,5.36%,5,41
柯迪亚克,上汽大众斯柯达,2024-02,125,422,12.50%,4,230
柯迪亚克,上汽大众斯柯达,2024-01,90,479,6.00%,4,256
柯迪亚克,上汽大众斯柯达,2023-12,163,476,10.23%,4,256
柯迪亚克,上汽大众斯柯达,2023-11,157,456,10.41%,4,248
柯迪亚克,上汽大众斯柯达,2023-10,139,464,8.69%,5,253
柯迪亚克,上汽大众斯柯达,2023-09,185,452,10.28%,5,244
柯迪亚克,上汽大众斯柯达,2023-08,306,406,20.39%,2,221
柯迪亚克,上汽大众斯柯达,2023-07,337,394,16.87%,3,216
柯迪亚克,上汽大众斯柯达,2023-06,579,331,25.17%,2,174
柯迪亚克,上汽大众斯柯达,2023-05,576,330,25.01%,2,167
柯迪亚克,上汽大众斯柯达,2023-04,305,402,13.84%,4,213
柯迪亚克,上汽大众斯柯达,2023-03,218,429,10.88%,5,228
柯迪亚克,上汽大众斯柯达,2023-02,218,408,10.90%,5,218
红旗E-HS9,一汽红旗,2024-02,125,423,0.50%,8,229
红旗E-HS9,一汽红旗,2024-01,606,337,1.50%,7,178
红旗E-HS9,一汽红旗,2023-12,79,499,0.17%,10,271
红旗E-HS9,一汽红旗,2023-11,380,395,0.96%,9,218
红旗E-HS9,一汽红旗,2023-10,200,436,0.54%,9,237
红旗E-HS9,一汽红旗,2023-09,281,415,0.81%,9,222
红旗E-HS9,一汽红旗,2023-08,610,334,1.99%,8,175
红旗E-HS9,一汽红旗,2023-07,425,370,1.45%,9,203
红旗E-HS9,一汽红旗,2023-06,458,355,1.22%,9,189
红旗E-HS9,一汽红旗,2023-05,556,335,2.41%,9,172
红旗E-HS9,一汽红旗,2023-04,134,455,0.53%,10,237
红旗E-HS9,一汽红旗,2023-03,376,385,1.32%,9,203
红旗E-HS9,一汽红旗,2023-02,537,331,2.11%,8,171
菱智M5EV,东风风行,2024-02,123,424,4.81%,6,43
菱智M5EV,东风风行,2024-01,479,361,9.04%,5,35
菱智M5EV,东风风行,2023-12,215,455,6.14%,6,47
菱智M5EV,东风风行,2023-11,249,428,4.18%,6,44
菱智M5EV,东风风行,2023-10,191,440,2.88%,7,44
菱智M5EV,东风风行,2023-09,378,390,6.86%,5,39
菱智M5EV,东风风行,2023-08,222,431,5.47%,7,42
菱智M5EV,东风风行,2023-07,291,409,7.26%,6,41
菱智M5EV,东风风行,2023-06,210,429,100.00%,1,39
菱智M5EV,东风风行,2023-05,432,362,10.18%,4,34
菱智M5EV,东风风行,2023-04,828,301,16.06%,3,29
菱智M5EV,东风风行,2023-03,547,347,12.13%,3,34
菱智M5EV,东风风行,2023-02,140,435,3.04%,5,43
途观L新能源,上汽大众,2024-02,120,426,0.20%,13,232
途观L新能源,上汽大众,2024-01,376,386,0.34%,13,206
途观L新能源,上汽大众,2023-12,459,403,0.33%,14,218
途观L新能源,上汽大众,2023-11,393,388,0.36%,13,213
途观L新能源,上汽大众,2023-10,244,424,0.23%,14,232
途观L新能源,上汽大众,2023-09,640,348,0.58%,13,184
途观L新能源,上汽大众,2023-08,273,415,0.26%,14,225
途观L新能源,上汽大众,2023-07,279,410,0.29%,15,224
途观L新能源,上汽大众,2023-06,461,354,0.49%,14,188
途观L新能源,上汽大众,2023-05,437,361,0.48%,16,188
途观L新能源,上汽大众,2023-04,439,365,0.46%,15,192
途观L新能源,上汽大众,2023-03,587,341,0.72%,14,173
途观L新能源,上汽大众,2023-02,423,354,0.59%,14,184
Ariya艾睿雅,东风日产,2024-02,120,427,0.33%,8,231
Ariya艾睿雅,东风日产,2024-01,176,436,0.30%,7,236
Ariya艾睿雅,东风日产,2023-12,450,405,0.51%,7,220
Ariya艾睿雅,东风日产,2023-11,545,365,0.84%,7,197
Ariya艾睿雅,东风日产,2023-10,988,296,1.54%,7,158
Ariya艾睿雅,东风日产,2023-09,144,463,0.27%,7,250
Ariya艾睿雅,东风日产,2023-08,106,465,0.19%,7,251
Ariya艾睿雅,东风日产,2023-07,115,460,0.23%,7,246
Ariya艾睿雅,东风日产,2023-06,102,461,0.19%,7,242
Ariya艾睿雅,东风日产,2023-05,297,402,0.53%,10,209
Ariya艾睿雅,东风日产,2023-04,495,353,0.97%,8,184
Ariya艾睿雅,东风日产,2023-03,329,398,0.84%,9,209
Ariya艾睿雅,东风日产,2023-02,64,468,0.13%,9,248
风光ix5,东风小康,2024-02,120,425,6.74%,6,233
风光ix5,东风小康,2024-01,5,532,0.22%,7,297
风光ix5,东风小康,2023-12,308,435,10.19%,5,235
风光ix5,东风小康,2023-11,93,492,3.24%,7,270
风光ix5,东风小康,2023-10,438,381,15.72%,4,207
风光ix5,东风小康,2023-09,295,413,7.60%,7,221
风光ix5,东风小康,2023-08,716,316,24.93%,1,163
风光ix5,东风小康,2023-07,164,445,4.32%,7,237
风光ix5,东风小康,2023-06,22,507,1.48%,7,274
风光ix5,东风小康,2023-05,20,508,1.32%,7,272
风光ix5,东风小康,2023-04,4,539,0.27%,8,290
风光ix5,东风小康,2023-03,18,525,0.90%,7,286
风光ix5,东风小康,2023-02,12,520,0.39%,7,284
蔚来EC7,蔚来,2024-02,119,429,1.46%,7,234
蔚来EC7,蔚来,2024-01,143,450,1.42%,7,242
蔚来EC7,蔚来,2023-12,368,425,2.04%,7,227
蔚来EC7,蔚来,2023-11,350,401,2.19%,6,222
蔚来EC7,蔚来,2023-10,204,433,1.27%,8,236
蔚来EC7,蔚来,2023-09,229,436,1.46%,8,234
蔚来EC7,蔚来,2023-08,492,362,2.55%,5,196
蔚来EC7,蔚来,2023-07,493,358,2.41%,6,194
蔚来EC7,蔚来,2023-06,756,307,7.08%,4,159
蔚来EC7,蔚来,2023-05,569,332,9.27%,3,169
蔚来EC7,蔚来,2023-04,197,434,3.00%,5,227
蔚来EC7,蔚来,2023-03,3,547,0.03%,7,297
飞凡F7,上汽集团,2024-02,119,428,24.79%,2,22
飞凡F7,上汽集团,2024-01,53,499,2.86%,2,24
飞凡F7,上汽集团,2023-12,1365,274,30.58%,2,15
飞凡F7,上汽集团,2023-11,636,347,36.36%,2,17
飞凡F7,上汽集团,2023-10,2055,217,95.09%,1,10
飞凡F7,上汽集团,2023-09,2055,213,95.09%,1,8
飞凡F7,上汽集团,2023-08,902,297,69.28%,1,15
飞凡F7,上汽集团,2023-07,1224,257,67.92%,1,12
飞凡F7,上汽集团,2023-06,2305,193,93.21%,1,8
飞凡F7,上汽集团,2023-05,2302,183,98.00%,1,7
飞凡F7,上汽集团,2023-04,1200,253,92.31%,1,12
飞凡F7,上汽集团,2023-03,48,498,8.74%,2,24
开拓者,上汽通用雪佛兰,2024-02,116,430,3.31%,4,235
开拓者,上汽通用雪佛兰,2024-01,380,383,3.80%,4,204
开拓者,上汽通用雪佛兰,2023-12,586,370,5.86%,4,197
开拓者,上汽通用雪佛兰,2023-11,393,389,3.02%,4,212
开拓者,上汽通用雪佛兰,2023-10,410,386,3.04%,5,211
开拓者,上汽通用雪佛兰,2023-09,490,373,2.89%,5,203
开拓者,上汽通用雪佛兰,2023-08,458,367,2.88%,6,199
开拓者,上汽通用雪佛兰,2023-07,310,404,1.82%,7,221
开拓者,上汽通用雪佛兰,2023-06,234,421,1.38%,8,223
开拓者,上汽通用雪佛兰,2023-05,252,411,1.68%,7,215
开拓者,上汽通用雪佛兰,2023-04,327,395,2.04%,8,209
开拓者,上汽通用雪佛兰,2023-03,240,420,1.75%,7,221
开拓者,上汽通用雪佛兰,2023-02,63,469,0.63%,7,250
长安UNI-V 智电iDD,长安汽车,2024-02,116,431,0.22%,12,63
长安UNI-V 智电iDD,长安汽车,2023-12,560,375,0.71%,14,56
长安UNI-V 智电iDD,长安汽车,2023-11,995,302,1.30%,10,49
长安UNI-V 智电iDD,长安汽车,2023-10,1920,228,2.19%,9,42
长安UNI-V 智电iDD,长安汽车,2023-09,2912,176,3.43%,8,39
长安UNI-V 智电iDD,长安汽车,2023-08,2617,176,3.14%,7,38
长安UNI-V 智电iDD,长安汽车,2023-07,3042,162,3.60%,8,33
长安UNI-V 智电iDD,长安汽车,2023-06,3271,159,3.80%,8,33
长安UNI-V 智电iDD,长安汽车,2023-05,3028,155,3.73%,8,35
长安UNI-V 智电iDD,长安汽车,2023-04,1678,211,2.19%,10,43
长安UNI-V 智电iDD,长安汽车,2023-03,1068,255,1.59%,10,51
长安UNI-V 智电iDD,长安汽车,2023-02,789,284,1.09%,13,60
长安UNI-V 智电iDD,长安汽车,2022-12,59,488,0.05%,17,81
智己L7,智己汽车,2024-02,114,432,5.70%,3,23
智己L7,智己汽车,2024-01,1,553,0.02%,3,29
智己L7,智己汽车,2023-12,2,560,0.02%,3,28
智己L7,智己汽车,2023-11,6,546,0.07%,3,27
智己L7,智己汽车,2023-10,6,535,0.15%,3,26
智己L7,智己汽车,2023-09,29,514,1.61%,3,25
智己L7,智己汽车,2023-08,338,399,18.75%,2,20
智己L7,智己汽车,2023-07,150,451,8.71%,2,23
智己L7,智己汽车,2023-06,59,484,2.94%,2,23
智己L7,智己汽车,2023-05,87,470,4.33%,2,21
智己L7,智己汽车,2023-04,79,481,3.93%,2,24
智己L7,智己汽车,2023-03,29,514,1.44%,2,25
智己L7,智己汽车,2023-02,242,400,19.34%,2,19
科莱威CLEVER,上汽集团,2024-02,113,433,0.92%,7,15
科莱威CLEVER,上汽集团,2024-01,160,444,0.95%,6,16
科莱威CLEVER,上汽集团,2023-12,612,366,3.55%,5,12
科莱威CLEVER,上汽集团,2023-11,1613,245,15.05%,3,8
科莱威CLEVER,上汽集团,2023-10,2670,184,21.64%,2,7
科莱威CLEVER,上汽集团,2023-09,3590,150,31.56%,1,6
科莱威CLEVER,上汽集团,2023-08,3069,161,28.46%,2,5
科莱威CLEVER,上汽集团,2023-07,1754,222,18.51%,3,7
科莱威CLEVER,上汽集团,2023-06,1942,213,17.92%,3,5
科莱威CLEVER,上汽集团,2023-05,1779,211,15.19%,3,6
科莱威CLEVER,上汽集团,2023-04,855,297,9.92%,3,8
科莱威CLEVER,上汽集团,2023-03,724,321,6.16%,4,7
科莱威CLEVER,上汽集团,2023-02,16,515,0.11%,10,19
宝马5系新能源,华晨宝马,2024-02,112,434,0.29%,9,24
宝马5系新能源,华晨宝马,2024-01,246,414,0.36%,9,20
宝马5系新能源,华晨宝马,2023-12,446,406,0.71%,8,23
宝马5系新能源,华晨宝马,2023-11,390,390,0.60%,10,18
宝马5系新能源,华晨宝马,2023-10,390,394,0.65%,10,18
宝马5系新能源,华晨宝马,2023-09,376,391,0.61%,10,17
宝马5系新能源,华晨宝马,2023-08,407,375,0.68%,10,18
宝马5系新能源,华晨宝马,2023-07,447,365,0.75%,10,18
宝马5系新能源,华晨宝马,2023-06,383,371,0.65%,10,17
宝马5系新能源,华晨宝马,2023-04,619,331,1.16%,10,18
宝马5系新能源,华晨宝马,2023-03,618,336,1.06%,10,16
宝马5系新能源,华晨宝马,2023-02,731,293,1.48%,10,11
宝马5系新能源,华晨宝马,2023-01,1249,213,2.20%,8,9
宝骏KiWi EV,上汽通用五菱,2024-02,106,435,9.32%,3,16
宝骏KiWi EV,上汽通用五菱,2024-01,450,366,13.00%,3,8
宝骏KiWi EV,上汽通用五菱,2023-12,1081,301,18.66%,3,9
宝骏KiWi EV,上汽通用五菱,2023-11,273,418,5.89%,3,15
宝骏KiWi EV,上汽通用五菱,2023-10,451,377,11.17%,3,13
宝骏KiWi EV,上汽通用五菱,2023-09,430,383,11.91%,3,12
宝骏KiWi EV,上汽通用五菱,2023-08,247,425,5.70%,3,13
宝骏KiWi EV,上汽通用五菱,2023-07,333,395,8.92%,2,13
宝骏KiWi EV,上汽通用五菱,2023-06,274,405,11.31%,2,14
宝骏KiWi EV,上汽通用五菱,2023-05,290,403,28.46%,2,13
宝骏KiWi EV,上汽通用五菱,2023-04,380,380,84.26%,1,10
宝骏KiWi EV,上汽通用五菱,2023-03,627,333,87.08%,1,9
宝骏KiWi EV,上汽通用五菱,2023-02,771,288,85.19%,1,9
荣威Ei5,上汽集团,2024-02,102,436,0.83%,8,64
荣威Ei5,上汽集团,2024-01,110,468,0.65%,7,66
荣威Ei5,上汽集团,2023-12,751,345,4.35%,4,53
荣威Ei5,上汽集团,2023-11,326,409,3.04%,6,63
荣威Ei5,上汽集团,2023-10,135,466,1.09%,7,74
荣威Ei5,上汽集团,2023-09,960,300,8.44%,4,52
荣威Ei5,上汽集团,2023-08,563,343,5.22%,4,60
荣威Ei5,上汽集团,2023-07,654,329,6.90%,4,55
荣威Ei5,上汽集团,2023-06,795,304,7.33%,4,56
荣威Ei5,上汽集团,2023-05,927,285,7.92%,4,54
荣威Ei5,上汽集团,2023-04,380,379,4.41%,6,67
荣威Ei5,上汽集团,2023-03,1102,251,9.38%,3,50
荣威Ei5,上汽集团,2023-02,681,300,4.60%,4,63
摩卡DHT-PHEV,长城汽车,2024-02,102,437,3.89%,3,236
摩卡DHT-PHEV,长城汽车,2024-01,140,452,4.21%,3,244
摩卡DHT-PHEV,长城汽车,2023-12,207,459,5.91%,3,246
摩卡DHT-PHEV,长城汽车,2023-11,95,491,3.45%,3,269
摩卡DHT-PHEV,长城汽车,2023-10,141,462,6.43%,2,251
摩卡DHT-PHEV,长城汽车,2023-09,487,375,19.25%,2,205
摩卡DHT-PHEV,长城汽车,2023-08,554,346,9.86%,2,183
摩卡DHT-PHEV,长城汽车,2023-07,1006,279,15.12%,2,146
摩卡DHT-PHEV,长城汽车,2023-06,1005,285,15.22%,2,149
摩卡DHT-PHEV,长城汽车,2023-05,219,420,3.95%,2,220
摩卡DHT-PHEV,长城汽车,2023-04,582,338,24.51%,3,172
摩卡DHT-PHEV,长城汽车,2023-03,211,432,16.55%,2,230
摩卡DHT-PHEV,长城汽车,2023-02,115,444,11.87%,2,234
易至EV3,江铃集团新能源,2024-02,101,438,20.91%,2,17
易至EV3,江铃集团新能源,2024-01,187,428,16.25%,3,14
易至EV3,江铃集团新能源,2023-12,386,421,25.34%,3,16
易至EV3,江铃集团新能源,2023-11,263,422,17.84%,3,16
易至EV3,江铃集团新能源,2023-10,137,465,12.56%,3,17
易至EV3,江铃集团新能源,2023-09,117,470,18.93%,3,17
易至EV3,江铃集团新能源,2023-08,9,528,2.16%,3,20
易至EV3,江铃集团新能源,2023-07,23,516,6.28%,3,20
易至EV3,江铃集团新能源,2023-06,19,510,6.11%,3,20
易至EV3,江铃集团新能源,2023-05,12,512,3.65%,3,21
易至EV3,江铃集团新能源,2023-04,19,518,13.01%,3,20
易至EV3,江铃集团新能源,2023-03,9,535,6.04%,3,19
易至EV3,江铃集团新能源,2023-02,18,511,7.47%,3,18
ID.6 X,上汽大众,2024-02,100,439,0.16%,14,238
ID.6 X,上汽大众,2024-01,272,407,0.24%,14,221
ID.6 X,上汽大众,2023-12,580,371,0.42%,13,198
ID.6 X,上汽大众,2023-11,813,322,0.74%,12,175
ID.6 X,上汽大众,2023-10,634,345,0.59%,12,187
ID.6 X,上汽大众,2023-09,439,381,0.40%,14,208
ID.6 X,上汽大众,2023-08,358,389,0.34%,12,208
ID.6 X,上汽大众,2023-07,159,446,0.17%,16,238
ID.6 X,上汽大众,2023-06,448,360,0.48%,15,191
ID.6 X,上汽大众,2023-05,1121,255,1.24%,13,123
ID.6 X,上汽大众,2023-04,876,294,0.91%,14,146
ID.6 X,上汽大众,2023-03,306,402,0.38%,16,213
ID.6 X,上汽大众,2023-02,258,395,0.36%,15,210
江淮X8 PLUS,江汽集团,2024-02,100,441,43.67%,1,237
江淮X8 PLUS,江汽集团,2024-01,293,403,64.11%,1,217
江淮X8 PLUS,江汽集团,2023-12,2224,229,71.26%,1,119
江淮X8 PLUS,江汽集团,2023-11,2194,213,39.43%,2,110
江淮X8 PLUS,江汽集团,2023-10,2257,205,33.88%,2,107
凌宝uni,吉麦新能源,2024-02,100,440,28.57%,2,18
凌宝uni,吉麦新能源,2024-01,217,419,21.07%,2,13
凌宝uni,吉麦新能源,2023-12,473,398,35.35%,2,15
凌宝uni,吉麦新能源,2023-11,423,381,33.95%,2,12
凌宝uni,吉麦新能源,2023-10,396,391,36.43%,2,14
凌宝uni,吉麦新能源,2023-09,401,387,28.91%,2,13
凌宝uni,吉麦新能源,2023-08,412,372,32.11%,2,12
凌宝uni,吉麦新能源,2023-07,362,385,35.46%,2,12
凌宝uni,吉麦新能源,2023-06,366,378,36.49%,2,12
凌宝uni,吉麦新能源,2023-05,346,385,26.17%,2,12
凌宝uni,吉麦新能源,2023-04,178,439,16.48%,2,14
凌宝uni,吉麦新能源,2023-03,306,403,30.36%,2,13
凌宝uni,吉麦新能源,2023-02,385,363,25.51%,2,13
凯迪拉克GT4,上汽通用凯迪拉克,2024-02,99,442,1.52%,7,239
凯迪拉克GT4,上汽通用凯迪拉克,2024-01,252,412,1.68%,7,225
凯迪拉克GT4,上汽通用凯迪拉克,2023-12,1302,278,7.89%,4,144
凯迪拉克GT4,上汽通用凯迪拉克,2023-11,768,329,4.52%,6,180
凯迪拉克GT4,上汽通用凯迪拉克,2023-10,430,382,2.53%,7,208
凯迪拉克GT4,上汽通用凯迪拉克,2023-09,807,324,6.20%,6,171
凯迪拉克GT4,上汽通用凯迪拉克,2023-08,781,309,4.88%,6,158
凯迪拉克GT4,上汽通用凯迪拉克,2023-07,1278,253,7.98%,6,134
