年月,排名,厂商,销量,占销量份额
2021-07,20,上汽集团,25887,1.66%
2021-07,21,一汽红旗,25453,1.63%
2021-07,22,北京现代,23946,1.54%
2021-07,23,上汽集团,22770,1.46%
2021-07,24,长安汽车,20022,1.29%
2021-07,25,长安福特,18436,1.18%
2021-07,26,领克,18225,1.17%
2021-07,27,上汽通用凯迪拉克,16200,1.04%
2021-07,28,奇瑞汽车,15745,1.01%
2021-07,29,上汽通用雪佛兰,15502,1%
2021-07,30,沃尔沃亚太,14954,0.96%
2021-07,31,悦达起亚,13639,0.88%
2021-07,32,江汽集团,11729,0.75%
2021-07,33,广汽埃安,10506,0.67%
2021-07,34,东风风行,10487,0.67%
2021-07,35,长安马自达,10005,0.64%
2021-07,36,长城汽车,9476,0.61%
2021-07,37,一汽-大众捷达,9202,0.59%
2021-07,38,蔚来,8800,0.57%
2021-07,39,理想,8589,0.55%
2021-07,40,上汽通用五菱,8509,0.55%
2021-07,41,东风乘用车,8029,0.52%
2021-07,42,长安林肯,7610,0.49%
2021-07,43,小鹏汽车,7460,0.48%
2021-07,44,鑫源汽车,7336,0.47%
2021-07,45,长城新能源,7251,0.47%
2021-07,46,一汽奔腾,7183,0.46%
2021-07,47,东风日产,7016,0.45%
2021-07,48,奇瑞新能源,6392,0.41%
2021-07,49,合众汽车,6011,0.39%
2021-07,50,北京汽车,5649,0.36%
2021-07,51,奇瑞捷豹路虎,5515,0.35%
2021-07,52,东风小康,4943,0.32%
2021-07,53,上汽大通,4753,0.31%
2021-07,54,一汽海马,4604,0.3%
2021-07,55,广汽三菱,4600,0.3%
2021-07,56,猎豹汽车,4158,0.27%
2021-07,57,零跑汽车,4157,0.27%
2021-07,58,江铃福特,4155,0.27%
2021-07,59,威马汽车,4027,0.26%
2021-07,60,一汽马自达,3241,0.21%
2021-07,61,进口标致,3048,0.2%
2021-07,62,东风雪铁龙,3048,0.2%
2021-07,63,众泰新能源,2943,0.19%
2021-07,64,上汽大众斯柯达,2900,0.19%
2021-07,65,北京越野,2649,0.17%
2021-07,66,SWM斯威汽车,2596,0.17%
2021-07,67,江淮汽车,2401,0.15%
2021-07,68,奇瑞捷豹路虎,2002,0.13%
2021-07,69,福建奔驰,1985,0.13%
2021-07,70,东风小康,1920,0.12%
2021-07,71,吉利几何,1865,0.12%
2021-07,72,海马汽车,1824,0.12%
2021-07,73,凯翼汽车,1822,0.12%
2021-07,74,郑州日产,1731,0.11%
2021-07,75,郑州日产,1731,0.11%
2021-07,76,雷丁,1445,0.09%
2021-07,77,吉麦新能源,1438,0.09%
2021-07,78,睿蓝汽车,1055,0.07%
2021-07,79,东风英菲尼迪,975,0.06%
2021-07,80,上汽通用五菱,954,0.06%
2021-07,81,长安铃木,912,0.06%
2021-07,82,吉利新能源,881,0.06%
2021-07,83,上汽集团,776,0.05%
2021-07,84,福汽新龙马,714,0.05%
2021-07,85,福田汽车,637,0.04%
2021-07,86,广汽菲克Jeep,528,0.03%
2021-07,87,中国重汽VGV,511,0.03%
2021-07,88,北汽新能源,491,0.03%
2021-07,89,福田商用车,433,0.03%
2021-07,90,宝沃汽车,394,0.03%
2021-07,91,长安凯程,392,0.03%
2021-07,92,云度新能源,363,0.02%
2021-07,93,野马汽车,356,0.02%
2021-07,94,东风标致,356,0.02%
2021-07,95,腾势汽车,330,0.02%
2021-07,96,大运汽车,265,0.02%
2021-07,97,广汽丰田新能源,252,0.02%
2021-07,98,开瑞汽车,241,0.02%
2021-07,99,广汽讴歌,221,0.01%
2021-07,100,北汽昌河,213,0.01%
2021-07,101,北汽昌河,200,0.01%
2021-07,102,讴歌(进口),187,0.01%
2021-07,103,东风本田,183,0.01%
2021-07,104,国机智骏,150,0.01%
2021-07,105,广汽吉奥,150,0.01%
2021-07,106,世爵,121,0.01%
2021-07,107,北京汽车制造厂,98,0.01%
2021-07,108,江西五十铃,95,0.01%
2021-07,109,金康赛力斯,90,0.01%
2021-07,110,东南汽车,60,-
2021-07,111,江铃轻卡,36,-
2021-07,112,江铃汽车,36,-
2021-07,113,昌河铃木,17,-
2021-07,114,北汽新能源,1,-
2021-08,1,上汽大众,117644,7.73%
2021-08,2,上汽通用五菱,100033,6.57%
2021-08,3,东风日产,80662,5.3%
2021-08,4,吉利汽车,77278,5.08%
2021-08,5,上汽通用别克,64358,4.23%
2021-08,6,长安汽车,62997,4.14%
2021-08,7,比亚迪,62848,4.13%
2021-08,8,华晨宝马,58511,3.84%
2021-08,9,一汽-大众,57844,3.8%
2021-08,10,长城汽车,47156,3.1%
2021-08,11,特斯拉中国,44264,2.91%
2021-08,12,广汽本田,44008,2.89%
2021-08,13,一汽丰田,43189,2.84%
2021-08,14,东风本田,40094,2.63%
2021-08,15,广汽丰田,38756,2.55%
2021-08,16,一汽-大众奥迪,36619,2.41%
2021-08,17,上汽集团,31521,2.07%
2021-08,18,上汽集团,31305,2.06%
2021-08,19,奇瑞汽车,31103,2.04%
2021-08,20,北京奔驰,30217,1.98%
2021-08,21,北京现代,28338,1.86%
2021-08,22,长安福特,22754,1.49%
2021-08,23,上汽通用雪佛兰,21852,1.44%
2021-08,24,上汽通用凯迪拉克,19807,1.3%
2021-08,25,广汽乘用车,18035,1.18%
2021-08,26,长安汽车,16636,1.09%
2021-08,27,一汽-大众捷达,14284,0.94%
2021-08,28,长城新能源,12163,0.8%
2021-08,29,广汽埃安,11613,0.76%
2021-08,30,悦达起亚,11436,0.75%
2021-08,31,江汽集团,10846,0.71%
2021-08,32,长城汽车,10514,0.69%
2021-08,33,奇瑞汽车,10282,0.68%
2021-08,34,理想,9433,0.62%
2021-08,35,一汽红旗,9163,0.6%
2021-08,36,东风风行,8600,0.56%
2021-08,37,鑫源汽车,8453,0.56%
2021-08,38,沃尔沃亚太,8303,0.55%
2021-08,39,一汽奔腾,8081,0.53%
2021-08,40,长安林肯,7381,0.48%
2021-08,41,小鹏汽车,7265,0.48%
2021-08,42,奇瑞新能源,6878,0.45%
2021-08,43,东风小康,6761,0.44%
2021-08,44,上汽通用五菱,6734,0.44%
2021-08,45,合众汽车,6613,0.43%
2021-08,46,东风乘用车,6439,0.42%
2021-08,47,北京汽车,6227,0.41%
2021-08,48,领克,6039,0.4%
2021-08,49,华晨中华,5641,0.37%
2021-08,50,长安马自达,5456,0.36%
2021-08,51,东风日产,4879,0.32%
2021-08,52,江铃福特,4617,0.3%
2021-08,53,上汽大众斯柯达,4400,0.29%
2021-08,54,广汽三菱,4366,0.29%
2021-08,55,蔚来,4365,0.29%
2021-08,56,上汽通用五菱,4291,0.28%
2021-08,57,零跑汽车,4270,0.28%
2021-08,58,上汽大通,3877,0.25%
2021-08,59,吉利新能源,3791,0.25%
2021-08,60,威马汽车,3627,0.24%
2021-08,61,奇瑞捷豹路虎,3100,0.2%
2021-08,62,东风雪铁龙,3023,0.2%
2021-08,63,东风标致,2980,0.2%
2021-08,64,北京越野,2932,0.19%
2021-08,65,雷丁,2856,0.19%
2021-08,66,SWM斯威汽车,2741,0.18%
2021-08,67,一汽马自达,2423,0.16%
2021-08,68,吉利几何,2405,0.16%
2021-08,69,江淮汽车,2171,0.14%
2021-08,70,东风小康,2072,0.14%
2021-08,71,凯翼汽车,1904,0.13%
2021-08,72,长安凯程,1820,0.12%
2021-08,73,福建奔驰,1518,0.1%
2021-08,74,奇瑞捷豹路虎,1353,0.09%
2021-08,75,郑州日产,1157,0.08%
2021-08,76,吉麦新能源,1124,0.07%
2021-08,77,上汽集团,1031,0.07%
2021-08,78,东风英菲尼迪,984,0.06%
2021-08,79,长安铃木,807,0.05%
2021-08,80,睿蓝汽车,798,0.05%
2021-08,81,广汽菲克Jeep,724,0.05%
2021-08,82,金康赛力斯,715,0.05%
2021-08,83,中国重汽VGV,604,0.04%
2021-08,84,福田商用车,575,0.04%
2021-08,85,北汽新能源,522,0.03%
2021-08,86,创维汽车,461,0.03%
2021-08,87,岚图汽车,401,0.03%
2021-08,88,云度新能源,356,0.02%
2021-08,89,腾势汽车,350,0.02%
2021-08,90,一汽海马,330,0.02%
2021-08,91,福汽新龙马,323,0.02%
2021-08,92,江铃集团新能源,323,0.02%
2021-08,93,海马汽车,299,0.02%
2021-08,94,广汽丰田新能源,266,0.02%
2021-08,95,北京汽车制造厂,248,0.02%
2021-08,96,野马汽车,246,0.02%
2021-08,97,东南汽车,229,0.02%
2021-08,98,大运汽车,195,0.01%
2021-08,99,开瑞汽车,189,0.01%
2021-08,100,国机智骏,160,0.01%
2021-08,101,观致汽车,137,0.01%
2021-08,102,广汽讴歌,134,0.01%
2021-08,103,宝沃汽车,104,0.01%
2021-08,104,福田汽车,96,0.01%
2021-08,105,江铃汽车,79,0.01%
2021-08,106,东风本田,76,-
2021-08,107,江西五十铃,74,-
2021-08,108,东风雷诺,20,-
2021-08,109,力帆汽车,12,-
2021-08,110,北汽昌河,9,-
2021-08,111,合创汽车,6,-
2021-08,112,广汽本田,4,-
2021-08,113,昌河铃木,2,-
2021-08,114,华晨雷诺,2,-
2021-09,1,上汽大众,116840,6.82%
2021-09,2,吉利汽车,84500,4.93%
2021-09,3,上汽通用别克,84257,4.92%
2021-09,4,比亚迪,79037,4.61%
2021-09,5,上汽通用五菱,75343,4.4%
2021-09,6,东风日产,74297,4.34%
2021-09,7,长安汽车,72032,4.2%
2021-09,8,广汽本田,71157,4.15%
2021-09,9,东风本田,65079,3.8%
2021-09,10,长城汽车,58925,3.44%
2021-09,11,一汽-大众,58593,3.42%
2021-09,12,特斯拉中国,56006,3.27%
2021-09,13,华晨宝马,53837,3.14%
2021-09,14,一汽丰田,45179,2.64%
2021-09,15,广汽丰田,44704,2.61%
2021-09,16,奇瑞汽车,44677,2.61%
2021-09,17,上汽集团,41425,2.42%
2021-09,18,上汽集团,36300,2.12%
2021-09,19,一汽-大众奥迪,28341,1.65%
2021-09,20,北京奔驰,27520,1.61%
2021-09,21,广汽乘用车,22930,1.34%
2021-09,22,长安福特,22930,1.34%
2021-09,23,上汽通用雪佛兰,22670,1.32%
2021-09,24,一汽红旗,20299,1.18%
2021-09,25,北京现代,19390,1.13%
2021-09,26,一汽-大众捷达,17888,1.04%
2021-09,27,长安马自达,17357,1.01%
2021-09,28,上汽通用凯迪拉克,17107,1%
2021-09,29,长安汽车,16630,0.97%
2021-09,30,领克,15823,0.92%
2021-09,31,东风风行,14463,0.84%
2021-09,32,广汽埃安,13572,0.79%
2021-09,33,长城新能源,12770,0.75%
2021-09,34,长城汽车,12683,0.74%
2021-09,35,江汽集团,11228,0.66%
2021-09,36,上汽通用五菱,10600,0.62%
2021-09,37,东风乘用车,10448,0.61%
2021-09,38,小鹏汽车,10168,0.59%
2021-09,39,奇瑞汽车,10032,0.59%
2021-09,40,悦达起亚,9307,0.54%
2021-09,41,蔚来,9227,0.54%
2021-09,42,长安林肯,9160,0.53%
2021-09,43,上汽通用五菱,8930,0.52%
2021-09,44,鑫源汽车,8911,0.52%
2021-09,45,一汽奔腾,8902,0.52%
2021-09,46,沃尔沃亚太,8359,0.49%
2021-09,47,奇瑞新能源,8155,0.48%
2021-09,48,长城汽车,8021,0.47%
2021-09,49,合众汽车,7699,0.45%
2021-09,50,东风小康,7583,0.44%
2021-09,51,理想,7094,0.41%
2021-09,52,上汽大众斯柯达,6600,0.39%
2021-09,53,北京汽车,5673,0.33%
2021-09,54,广汽三菱,5610,0.33%
2021-09,55,江铃福特,5326,0.31%
2021-09,56,上汽大通,5049,0.29%
2021-09,57,东风雪铁龙,4732,0.28%
2021-09,58,东风日产,4676,0.27%
2021-09,59,福建奔驰,3879,0.23%
2021-09,60,零跑汽车,3766,0.22%
2021-09,61,吉利几何,3613,0.21%
2021-09,62,东风标致,3319,0.19%
2021-09,63,奇瑞捷豹路虎,3296,0.19%
2021-09,64,北京越野,3134,0.18%
2021-09,65,SWM斯威汽车,2885,0.17%
2021-09,66,江淮汽车,2826,0.16%
2021-09,67,雷丁,2669,0.16%
2021-09,68,威马汽车,2635,0.15%
2021-09,69,东风小康,2063,0.12%
2021-09,70,广汽菲克Jeep,1735,0.1%
2021-09,71,吉麦新能源,1528,0.09%
2021-09,72,上汽集团,1472,0.09%
2021-09,73,长安凯程,1419,0.08%
2021-09,74,岚图汽车,1272,0.07%
2021-09,75,郑州日产,1218,0.07%
2021-09,76,中国重汽VGV,1112,0.06%
2021-09,77,福汽新龙马,1071,0.06%
2021-09,78,凯翼汽车,1053,0.06%
2021-09,79,金康赛力斯,1040,0.06%
2021-09,80,奇瑞捷豹路虎,955,0.06%
2021-09,81,东风英菲尼迪,858,0.05%
2021-09,82,睿蓝汽车,816,0.05%
2021-09,83,长安铃木,674,0.04%
2021-09,84,创维汽车,575,0.03%
2021-09,85,江铃集团新能源,491,0.03%
2021-09,86,福田商用车,460,0.03%
2021-09,87,吉利新能源,447,0.03%
2021-09,88,广汽讴歌,445,0.03%
2021-09,89,腾势汽车,410,0.02%
2021-09,90,广汽本田,405,0.02%
2021-09,91,北汽新能源,380,0.02%
2021-09,92,云度新能源,367,0.02%
2021-09,93,东风本田,344,0.02%
2021-09,94,一汽海马,300,0.02%
2021-09,95,野马汽车,298,0.02%
2021-09,96,开瑞汽车,297,0.02%
2021-09,97,东南汽车,285,0.02%
2021-09,98,大运汽车,270,0.02%
2021-09,99,北京汽车制造厂,233,0.01%
2021-09,100,海马汽车,213,0.01%
2021-09,101,福田汽车,173,0.01%
2021-09,102,国机智骏,150,0.01%
2021-09,103,爱驰汽车,94,0.01%
2021-09,104,宝沃汽车,79,-
2021-09,105,江西五十铃,79,-
2021-09,106,江铃汽车,52,-
2021-09,107,江铃轻卡,52,-
2021-09,108,广汽丰田新能源,12,-
2021-09,109,合创汽车,9,-
2021-10,1,上汽通用五菱,115808,5.91%
2021-10,2,上汽大众,112400,5.73%
2021-10,3,比亚迪,88898,4.53%
2021-10,4,吉利汽车,86047,4.39%
2021-10,5,一汽-大众,85096,4.34%
2021-10,6,长安汽车,82402,4.2%
2021-10,7,上汽通用别克,82107,4.19%
2021-10,8,东风日产,78971,4.03%
2021-10,9,广汽本田,74670,3.81%
2021-10,10,一汽丰田,72298,3.69%
2021-10,11,东风本田,65432,3.34%
2021-10,12,长城汽车,62593,3.19%
2021-10,13,广汽丰田,56921,2.9%
2021-10,14,奇瑞汽车,55118,2.81%
2021-10,15,华晨宝马,54836,2.8%
2021-10,16,特斯拉中国,54391,2.77%
2021-10,17,北京奔驰,53020,2.7%
2021-10,18,上汽集团,49314,2.51%
2021-10,19,上汽集团,43766,2.23%
2021-10,20,一汽-大众奥迪,35760,1.82%
2021-10,21,广汽乘用车,35312,1.8%
2021-10,22,一汽红旗,35009,1.79%
2021-10,23,上汽通用雪佛兰,28404,1.45%
2021-10,24,北京现代,25755,1.31%
2021-10,25,领克,22770,1.16%
2021-10,26,长安福特,22483,1.15%
2021-10,27,上汽通用凯迪拉克,21501,1.1%
2021-10,28,长安汽车,21253,1.08%
2021-10,29,长安马自达,17646,0.9%
2021-10,30,一汽-大众捷达,16136,0.82%
2021-10,31,长城汽车,15804,0.81%
2021-10,32,悦达起亚,13687,0.7%
2021-10,33,长城新能源,13235,0.67%
2021-10,34,沃尔沃亚太,12600,0.64%
2021-10,35,广汽埃安,12064,0.62%
2021-10,36,东风乘用车,12058,0.61%
2021-10,37,东风风行,11619,0.59%
2021-10,38,东风小康,11593,0.59%
2021-10,39,奇瑞汽车,11136,0.57%
2021-10,40,小鹏汽车,10138,0.52%
2021-10,41,江汽集团,9763,0.5%
2021-10,42,上汽通用五菱,8824,0.45%
2021-10,43,东风日产,8742,0.45%
2021-10,44,鑫源汽车,8263,0.42%
2021-10,45,合众汽车,8107,0.41%
2021-10,46,奇瑞新能源,7733,0.39%
2021-10,47,理想,7649,0.39%
2021-10,48,上汽大众斯柯达,7601,0.39%
2021-10,49,一汽奔腾,6800,0.35%
2021-10,50,长安林肯,6754,0.34%
2021-10,51,广汽三菱,6700,0.34%
2021-10,52,北京汽车,6316,0.32%
2021-10,53,东风雪铁龙,6022,0.31%
2021-10,54,江铃福特,5318,0.27%
2021-10,55,蔚来,5225,0.27%
2021-10,56,威马汽车,5025,0.26%
2021-10,57,上汽大通,4690,0.24%
2021-10,58,上汽通用五菱,4634,0.24%
2021-10,59,东风标致,4002,0.2%
2021-10,60,零跑汽车,3827,0.2%
2021-10,61,福建奔驰,3560,0.18%
2021-10,62,雷丁,3502,0.18%
2021-10,63,吉利几何,3403,0.17%
2021-10,64,上汽集团,3264,0.17%
2021-10,65,奇瑞捷豹路虎,3206,0.16%
2021-10,66,北京越野,2805,0.14%
2021-10,67,金康赛力斯,2205,0.11%
2021-10,68,东风小康,2200,0.11%
2021-10,69,广汽菲克Jeep,2171,0.11%
2021-10,70,江淮汽车,2133,0.11%
2021-10,71,SWM斯威汽车,2090,0.11%
2021-10,72,吉麦新能源,2078,0.11%
2021-10,73,凯翼汽车,1741,0.09%
2021-10,74,东风英菲尼迪,1307,0.07%
2021-10,75,郑州日产,1185,0.06%
2021-10,76,奇瑞捷豹路虎,1110,0.06%
2021-10,77,海马汽车,919,0.05%
2021-10,78,东风本田,849,0.04%
2021-10,79,岚图汽车,798,0.04%
2021-10,80,一汽海马,775,0.04%
2021-10,81,长安铃木,669,0.03%
2021-10,82,创维汽车,610,0.03%
2021-10,83,福田汽车,565,0.03%
2021-10,84,力帆汽车,523,0.03%
2021-10,85,中国重汽VGV,507,0.03%
2021-10,86,广汽讴歌,394,0.02%
2021-10,87,腾势汽车,370,0.02%
2021-10,88,大运汽车,368,0.02%
2021-10,89,北汽新能源,356,0.02%
2021-10,90,云度新能源,322,0.02%
2021-10,91,东南汽车,320,0.02%
2021-10,92,福汽新龙马,319,0.02%
2021-10,93,睿蓝汽车,309,0.02%
2021-10,94,野马汽车,308,0.02%
2021-10,95,广汽本田,300,0.02%
2021-10,96,吉利新能源,243,0.01%
2021-10,97,北京汽车制造厂,171,0.01%
2021-10,98,DS汽车,160,0.01%
2021-10,99,开瑞汽车,132,0.01%
2021-10,100,广汽丰田新能源,128,0.01%
2021-10,101,江铃集团新能源,111,0.01%
2021-10,102,国机智骏,110,0.01%
2021-10,103,观致汽车,96,-
2021-10,104,江西五十铃,93,-
2021-10,105,北汽昌河,84,-
2021-10,106,爱驰汽车,37,-
2021-10,107,北汽新能源,22,-
2021-10,108,合创汽车,21,-
2021-10,109,江铃汽车,17,-
2021-10,110,昌河铃木,2,-
2021-10,111,宝沃汽车,2,-
2021-10,112,华晨雷诺,1,-
2021-11,1,上汽通用五菱,128951,5.96%
2021-11,2,上汽大众,127201,5.88%
2021-11,3,吉利汽车,103497,4.78%
2021-11,4,比亚迪,97242,4.49%
2021-11,5,东风日产,92360,4.27%
2021-11,6,一汽-大众,87518,4.04%
2021-11,7,东风本田,84118,3.89%
2021-11,8,一汽丰田,82712,3.82%
2021-11,9,上汽通用别克,81137,3.75%
2021-11,10,广汽丰田,81099,3.75%
2021-11,11,广汽本田,76885,3.55%
2021-11,12,长安汽车,76113,3.52%
2021-11,13,长城汽车,69170,3.2%
2021-11,14,奇瑞汽车,61577,2.84%
2021-11,15,上汽集团,57939,2.68%
2021-11,16,特斯拉中国,52859,2.44%
2021-11,17,一汽-大众奥迪,51210,2.37%
2021-11,18,北京奔驰,50016,2.31%
2021-11,19,华晨宝马,47158,2.18%
2021-11,20,上汽集团,37671,1.74%
2021-11,21,广汽乘用车,35572,1.64%
2021-11,22,上汽通用雪佛兰,35072,1.62%
2021-11,23,北京现代,33302,1.54%
2021-11,24,一汽红旗,25468,1.18%
2021-11,25,长安福特,25412,1.17%
2021-11,26,领克,25004,1.16%
2021-11,27,上汽通用凯迪拉克,20817,0.96%
2021-11,28,沃尔沃亚太,19537,0.9%
2021-11,29,奇瑞汽车,19256,0.89%
2021-11,30,长安汽车,16927,0.78%
2021-11,31,长安马自达,16423,0.76%
2021-11,32,长城新能源,16136,0.75%
2021-11,33,小鹏汽车,15613,0.72%
2021-11,34,广汽埃安,15035,0.69%
2021-11,35,一汽-大众捷达,15001,0.69%
2021-11,36,悦达起亚,14729,0.68%
2021-11,37,东风乘用车,14174,0.65%
2021-11,38,江汽集团,14161,0.65%
2021-11,39,理想,13485,0.62%
2021-11,40,东风小康,13428,0.62%
2021-11,41,东风日产,11384,0.53%
2021-11,42,蔚来,10400,0.48%
2021-11,43,东风风行,10220,0.47%
2021-11,44,长城汽车,10108,0.47%
2021-11,45,合众汽车,10013,0.46%
2021-11,46,东风雪铁龙,9906,0.46%
2021-11,47,奇瑞新能源,9582,0.44%
2021-11,48,鑫源汽车,8959,0.41%
2021-11,49,上汽大众斯柯达,7800,0.36%
2021-11,50,广汽三菱,7712,0.36%
2021-11,51,一汽奔腾,7641,0.35%
2021-11,52,长安林肯,7476,0.35%
2021-11,53,上汽大通,7263,0.34%
2021-11,54,北京汽车,6589,0.3%
2021-11,55,长城汽车,6286,0.29%
2021-11,56,零跑汽车,5775,0.27%
2021-11,57,江铃福特,5074,0.23%
2021-11,58,威马汽车,5027,0.23%
2021-11,59,东风标致,4690,0.22%
2021-11,60,吉利几何,4686,0.22%
2021-11,61,奇瑞捷豹路虎,4470,0.21%
2021-11,62,雷丁,3540,0.16%
2021-11,63,福建奔驰,3112,0.14%
2021-11,64,上汽通用五菱,2925,0.14%
2021-11,65,北京越野,2813,0.13%
2021-11,66,SWM斯威汽车,2750,0.13%
2021-11,67,上汽通用五菱,2464,0.11%
2021-11,68,吉麦新能源,2209,0.1%
2021-11,69,江淮汽车,2125,0.1%
2021-11,70,极氪,2012,0.09%
2021-11,71,广汽菲克Jeep,1829,0.08%
2021-11,72,奇瑞捷豹路虎,1652,0.08%
2021-11,73,凯翼汽车,1646,0.08%
2021-11,74,长安凯程,1592,0.07%
2021-11,75,金康赛力斯,1446,0.07%
2021-11,76,长安铃木,1268,0.06%
2021-11,77,东风英菲尼迪,1258,0.06%
2021-11,78,东南汽车,1250,0.06%
2021-11,79,东风小康,1238,0.06%
2021-11,80,创维汽车,1220,0.06%
2021-11,81,力帆汽车,1153,0.05%
2021-11,82,郑州日产,1148,0.05%
2021-11,83,合创汽车,1089,0.05%
2021-11,84,岚图汽车,990,0.05%
2021-11,85,福汽新龙马,951,0.04%
2021-11,86,上汽集团,921,0.04%
2021-11,87,江铃集团新能源,731,0.03%
2021-11,88,吉利新能源,671,0.03%
2021-11,89,海马汽车,569,0.03%
2021-11,90,东风本田,562,0.03%
2021-11,91,一汽海马,561,0.03%
2021-11,92,中国重汽VGV,561,0.03%
2021-11,93,福田商用车,543,0.03%
2021-11,94,腾势汽车,425,0.02%
2021-11,95,广汽讴歌,376,0.02%
2021-11,96,北汽新能源,360,0.02%
2021-11,97,大运汽车,350,0.02%
2021-11,98,云度新能源,304,0.01%
2021-11,99,北京汽车制造厂,292,0.01%
2021-11,100,小虎汽车,288,0.01%
2021-11,101,野马汽车,254,0.01%
2021-11,102,DS汽车,211,0.01%
2021-11,103,开瑞汽车,183,0.01%
2021-11,104,北汽昌河,172,0.01%
2021-11,105,广汽本田,129,0.01%
2021-11,106,江西五十铃,94,-
2021-11,107,观致汽车,80,-
2021-11,108,江铃汽车,76,-
2021-11,109,国机智骏,70,-
2021-11,110,北汽新能源,53,-
2021-11,111,福田汽车,36,-
2021-11,112,爱驰汽车,28,-
2021-11,113,广汽丰田新能源,11,-
2021-11,114,东风雷诺,6,-
2021-11,115,宝沃汽车,1,-
2021-12,1,上汽通用五菱,151144,6.36%
2021-12,2,上汽大众,130878,5.51%
2021-12,3,吉利汽车,122056,5.14%
2021-12,4,一汽-大众,113635,4.78%
2021-12,5,比亚迪,97990,4.12%
2021-12,6,长城汽车,94387,3.97%
2021-12,7,广汽丰田,93587,3.94%
2021-12,8,上汽通用别克,90821,3.82%
2021-12,9,一汽丰田,88702,3.73%
2021-12,10,东风日产,88326,3.72%
2021-12,11,东风本田,74303,3.13%
2021-12,12,广汽本田,70923,2.98%
2021-12,13,特斯拉中国,70847,2.98%
2021-12,14,长安汽车,64830,2.73%
2021-12,15,上汽集团,63469,2.67%
2021-12,16,一汽-大众奥迪,60504,2.55%
2021-12,17,奇瑞汽车,57913,2.44%
2021-12,18,北京奔驰,52582,2.21%
2021-12,19,华晨宝马,51427,2.16%
2021-12,20,上汽通用雪佛兰,44029,1.85%
2021-12,21,北京现代,40333,1.7%
2021-12,22,一汽红旗,39133,1.65%
2021-12,23,上汽集团,36744,1.55%
2021-12,24,广汽乘用车,32151,1.35%
2021-12,25,领克,25984,1.09%
2021-12,26,上汽通用凯迪拉克,25778,1.08%
2021-12,27,长安福特,24627,1.04%
2021-12,28,长城新能源,20926,0.88%
2021-12,29,悦达起亚,20539,0.86%
2021-12,30,奇瑞汽车,20136,0.85%
2021-12,31,一汽-大众捷达,20076,0.84%
2021-12,32,沃尔沃亚太,18784,0.79%
2021-12,33,奇瑞新能源,18767,0.79%
2021-12,34,小鹏汽车,16000,0.67%
2021-12,35,一汽奔腾,14863,0.63%
2021-12,36,广汽埃安,14500,0.61%
2021-12,37,东风日产,14281,0.6%
2021-12,38,理想,14087,0.59%
2021-12,39,江汽集团,13797,0.58%
2021-12,40,长安汽车,12451,0.52%
2021-12,41,长安林肯,12245,0.52%
2021-12,42,东风小康,12031,0.51%
2021-12,43,长安马自达,12014,0.51%
2021-12,44,长城汽车,11958,0.5%
2021-12,45,东风乘用车,11125,0.47%
2021-12,46,蔚来,10352,0.44%
2021-12,47,合众汽车,10127,0.43%
2021-12,48,长城汽车,10065,0.42%
2021-12,49,北京汽车,9108,0.38%
2021-12,50,东风风行,8933,0.38%
2021-12,51,东风雪铁龙,8193,0.34%
2021-12,52,鑫源汽车,7912,0.33%
2021-12,53,上汽大通,7815,0.33%
2021-12,54,零跑汽车,7046,0.3%
2021-12,55,广汽三菱,7012,0.3%
2021-12,56,上汽通用五菱,6708,0.28%
2021-12,57,吉利几何,6449,0.27%
2021-12,58,江铃福特,5840,0.25%
2021-12,59,东风标致,5821,0.24%
2021-12,60,上汽大众斯柯达,5704,0.24%
2021-12,61,广汽讴歌,5158,0.22%
2021-12,62,威马汽车,5062,0.21%
2021-12,63,福建奔驰,4292,0.18%
2021-12,64,上汽通用五菱,3968,0.17%
2021-12,65,极氪,3796,0.16%
2021-12,66,SWM斯威汽车,3480,0.15%
2021-12,67,岚图汽车,3330,0.14%
2021-12,68,北京越野,3304,0.14%
2021-12,69,奇瑞捷豹路虎,2782,0.12%
2021-12,70,凯翼汽车,2710,0.11%
2021-12,71,吉麦新能源,2413,0.1%
2021-12,72,雷丁,2335,0.1%
2021-12,73,合创汽车,1629,0.07%
2021-12,74,睿蓝汽车,1557,0.07%
2021-12,75,力帆汽车,1557,0.07%
2021-12,76,上汽集团,1505,0.06%
2021-12,77,福汽新龙马,1427,0.06%
2021-12,78,江淮汽车,1418,0.06%
2021-12,79,郑州日产,1386,0.06%
2021-12,80,广汽菲克Jeep,1376,0.06%
2021-12,81,东风小康,1372,0.06%
2021-12,82,长安铃木,1268,0.05%
2021-12,83,创维汽车,1222,0.05%
2021-12,84,海马汽车,1198,0.05%
2021-12,85,金康赛力斯,1089,0.05%
2021-12,86,小虎汽车,1080,0.05%
2021-12,87,东风英菲尼迪,1005,0.04%
2021-12,88,江铃集团新能源,1002,0.04%
2021-12,89,东南汽车,946,0.04%
2021-12,90,华晨新日,816,0.03%
2021-12,91,奇瑞捷豹路虎,708,0.03%
2021-12,92,中国重汽VGV,703,0.03%
2021-12,93,福田商用车,676,0.03%
2021-12,94,吉利新能源,618,0.03%
2021-12,95,东风本田,580,0.02%
2021-12,96,大运汽车,520,0.02%
2021-12,97,一汽海马,517,0.02%
2021-12,98,腾势汽车,515,0.02%
2021-12,99,长安凯程,433,0.02%
2021-12,100,北汽新能源,381,0.02%
